"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264"
"a.253",0,0,0,0,0,10,18,12,11,0,0,0,0,0,0,0,15,50,19,8,0,0,0,0,0,0,0,21,96,35,11,0,0,0,0,0,0,0,20,100,38,11,0,0,0,0,0,0,0,16,69,27,10,0,0,0,0,0,0,0,17,89,38,11,0,0,0,0,0,0,0,17,74,31,8,0,0,0,0,0,0,0,18,94,40,11,0,0,0,0,0,0,0,15,64,29,10,0,0,0,0,0,0,0,15,48,22,12,0,0,0,0,0,0,0,16,44,23,11,0,0,0,0,0,0,0,41,272,118,18,0,0,0,0,0,0,0,30,247,107,14,0,0,0,0,0,0,0,22,134,60,13,0,0,0,0,0,0,0,35,167,68,14,0,0,0,0,0,0,0,41,225,86,14,0,0,0,0,0,0,0,24,133,56,11,0,0,0,0,0,0,0,20,95,48,12,0,0,0,0,0,0,0,26,126,65,14,0,0,0,0,0,0,0,30,231,123,15,0,0,0,0,0,0,0,22,176,91,14,0,0,0,0,0,0,0,18,116,62,11,0,0,0,0,0,0,0,20,107,59,15,0,0,0,0,0,0,0,21,121,74,12,0,0
"a.254",0,0,0,0,10,10,9,9,0,0,0,0,0,0,0,19,41,14,10,0,0,0,0,0,0,0,18,34,14,9,0,0,0,0,0,0,0,24,71,21,12,0,0,0,0,0,0,0,35,161,36,11,0,0,0,0,0,0,0,20,87,22,7,0,0,0,0,0,0,0,16,54,18,10,0,0,0,0,0,0,0,15,55,18,9,0,0,0,0,0,0,0,16,60,26,9,0,0,0,0,0,0,0,14,52,23,10,0,0,0,0,0,0,0,14,41,21,9,0,0,0,0,0,0,0,12,35,20,9,0,0,0,0,0,0,0,13,36,25,12,0,0,0,0,0,0,0,12,40,35,12,0,0,0,0,0,0,0,14,49,58,14,0,0,0,0,0,0,0,12,37,43,13,0,0,0,0,0,0,0,11,28,29,11,0,0,0,0,0,0,0,11,25,25,11,0,0,0,0,0,0,0,14,26,28,13,0,0,0,0,0,0,0,13,31,62,22,0,0,0,0,0,0,0,12,29,73,24,0,0,0,0,0,0,0,11,33,83,34,0,0,0,0,0,0,0,12,31,90,35,0,0,0,0,0,0,0,12,25,56,23,0,0,0
"a.255",0,0,0,10,23,18,11,0,0,0,0,0,0,0,11,35,27,11,0,0,0,0,0,0,0,14,48,45,12,0,0,0,0,0,0,0,12,39,34,11,0,0,0,0,0,0,0,11,31,28,10,0,0,0,0,0,0,0,9,26,23,10,0,0,0,0,0,0,0,10,22,20,8,0,0,0,0,0,0,0,13,40,42,14,0,0,0,0,0,0,0,11,38,40,12,0,0,0,0,0,0,0,12,25,29,11,0,0,0,0,0,0,0,10,21,23,9,0,0,0,0,0,0,0,11,20,25,11,0,0,0,0,0,0,0,11,27,30,11,0,0,0,0,0,0,0,11,28,35,12,0,0,0,0,0,0,0,8,20,26,10,0,0,0,0,0,0,0,13,16,21,10,0,0,0,0,0,0,0,11,21,27,12,0,0,0,0,0,0,0,10,37,61,14,0,0,0,0,0,0,0,12,47,83,14,0,0,0,0,0,0,0,9,33,55,13,0,0,0,0,0,0,0,10,24,35,11,0,0,0,0,0,0,0,9,21,32,11,0,0,0,0,0,0,0,10,20,28,11,0,0,0,0,0,0,0,9,21,29,10,0,0,0,0
"a.256",0,0,0,0,10,14,40,24,0,0,0,0,0,0,0,6,17,62,32,0,0,0,0,0,0,0,8,13,55,26,0,0,0,0,0,0,0,6,13,58,25,0,0,0,0,0,0,0,8,15,52,21,0,0,0,0,0,0,0,4,13,42,19,0,0,0,0,0,0,0,11,15,43,19,0,0,0,0,0,0,0,9,13,38,19,0,0,0,0,0,0,0,8,16,45,16,0,0,0,0,0,0,0,9,19,60,21,0,0,0,0,0,0,0,9,17,48,16,0,0,0,0,0,0,0,10,17,37,15,0,0,0,0,0,0,0,13,14,32,14,0,0,0,0,0,0,0,10,15,33,14,0,0,0,0,0,0,0,9,15,32,14,0,0,0,0,0,0,0,12,15,27,14,0,0,0,0,0,0,0,11,15,29,13,0,0,0,0,0,0,0,10,18,33,15,0,0,0,0,0,0,0,15,66,111,23,0,0,0,0,0,0,0,13,88,160,24,0,0,0,0,0,0,0,9,50,83,15,0,0,0,0,0,0,0,10,43,64,14,0,0,0,0,0,0,0,20,97,138,24,0,0,0,0,0,0,0,14,100,146,20,0,0,0
"a.257",0,0,0,0,11,19,11,9,0,0,0,0,0,0,0,21,65,18,11,0,0,0,0,0,0,0,23,85,25,12,0,0,0,0,0,0,0,22,83,25,11,0,0,0,0,0,0,0,19,62,22,8,0,0,0,0,0,0,0,13,45,17,9,0,0,0,0,0,0,0,12,34,15,10,0,0,0,0,0,0,0,12,31,17,10,0,0,0,0,0,0,0,11,30,15,10,0,0,0,0,0,0,0,14,33,16,10,0,0,0,0,0,0,0,12,35,18,9,0,0,0,0,0,0,0,12,47,28,12,0,0,0,0,0,0,0,12,47,27,10,0,0,0,0,0,0,0,14,36,24,12,0,0,0,0,0,0,0,12,45,31,12,0,0,0,0,0,0,0,12,34,26,10,0,0,0,0,0,0,0,12,31,23,12,0,0,0,0,0,0,0,12,33,27,10,0,0,0,0,0,0,0,11,29,23,12,0,0,0,0,0,0,0,11,26,22,10,0,0,0,0,0,0,0,11,28,30,12,0,0,0,0,0,0,0,15,83,114,19,0,0,0,0,0,0,0,18,122,190,23,0,0,0,0,0,0,0,12,71,108,18,0,0,0
"a.258",0,0,0,9,9,0,0,0,0,0,0,0,0,0,16,41,0,0,0,0,0,0,0,0,0,16,34,0,0,0,0,0,0,0,0,0,13,25,0,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
"a.259",0,0,9,8,10,8,0,0,0,0,0,0,0,15,63,65,15,0,0,0,0,0,0,0,29,237,235,29,0,0,0,0,0,0,0,22,244,236,22,0,0,0,0,0,0,0,14,120,113,15,0,0,0,0,0,0,0,17,91,112,20,0,0,0,0,0,0,0,21,172,339,46,0,0,0,0,0,0,0,20,189,404,47,0,0,0,0,0,0,0,16,126,255,30,0,0,0,0,0,0,0,14,85,159,21,0,0,0,0,0,0,0,14,84,130,22,0,0,0,0,0,0,0,14,87,127,21,0,0,0,0,0,0,0,13,70,101,15,0,0,0,0,0,0,0,13,56,86,16,0,0,0,0,0,0,0,12,50,74,15,0,0,0,0,0,0,0,13,50,71,14,0,0,0,0,0,0,0,14,53,74,14,0,0,0,0,0,0,0,12,51,71,16,0,0,0,0,0,0,0,11,52,72,14,0,0,0,0,0,0,0,13,53,72,15,0,0,0,0,0,0,0,10,46,60,13,0,0,0,0,0,0,0,11,42,57,14,0,0,0,0,0,0,0,12,47,62,14,0,0,0,0,0,0,0,13,59,74,17,0,0,0,0,0
"a.260",0,0,21,31,10,12,0,0,0,0,0,0,0,22,42,13,10,0,0,0,0,0,0,0,18,31,9,9,0,0,0,0,0,0,0,23,64,19,11,0,0,0,0,0,0,0,24,63,15,10,0,0,0,0,0,0,0,15,42,13,9,0,0,0,0,0,0,0,18,56,17,9,0,0,0,0,0,0,0,18,53,17,7,0,0,0,0,0,0,0,13,43,17,9,0,0,0,0,0,0,0,16,43,14,13,0,0,0,0,0,0,0,15,55,21,10,0,0,0,0,0,0,0,17,65,30,11,0,0,0,0,0,0,0,17,58,28,12,0,0,0,0,0,0,0,15,50,24,11,0,0,0,0,0,0,0,14,54,30,13,0,0,0,0,0,0,0,15,59,41,13,0,0,0,0,0,0,0,21,140,131,19,0,0,0,0,0,0,0,16,102,93,16,0,0,0,0,0,0,0,12,62,52,13,0,0,0,0,0,0,0,15,47,41,14,0,0,0,0,0,0,0,16,34,37,13,0,0,0,0,0,0,0,12,31,30,12,0,0,0,0,0,0,0,12,31,26,13,0,0,0,0,0,0,0,14,26,24,12,0,0,0,0,0
"a.261",0,0,17,52,25,11,0,0,0,0,0,0,0,20,106,43,12,0,0,0,0,0,0,0,17,75,36,10,0,0,0,0,0,0,0,14,50,26,11,0,0,0,0,0,0,0,13,48,30,9,0,0,0,0,0,0,0,16,54,31,11,0,0,0,0,0,0,0,15,58,39,10,0,0,0,0,0,0,0,15,63,42,12,0,0,0,0,0,0,0,14,60,44,10,0,0,0,0,0,0,0,12,44,33,12,0,0,0,0,0,0,0,11,37,27,10,0,0,0,0,0,0,0,12,36,30,10,0,0,0,0,0,0,0,13,41,37,12,0,0,0,0,0,0,0,13,41,40,11,0,0,0,0,0,0,0,14,45,48,13,0,0,0,0,0,0,0,19,115,163,22,0,0,0,0,0,0,0,16,89,130,19,0,0,0,0,0,0,0,12,59,81,14,0,0,0,0,0,0,0,11,42,56,11,0,0,0,0,0,0,0,11,34,41,10,0,0,0,0,0,0,0,9,31,37,11,0,0,0,0,0,0,0,11,30,35,12,0,0,0,0,0,0,0,16,55,119,26,0,0,0,0,0,0,0,15,87,239,36,0,0,0,0,0
"a.262",0,0,16,22,17,17,12,10,0,0,0,0,0,11,30,313,260,30,12,0,0,0,0,0,9,20,270,223,21,11,0,0,0,0,0,11,14,122,104,15,13,0,0,0,0,0,11,15,92,92,15,10,0,0,0,0,0,11,11,68,75,13,9,0,0,0,0,0,9,12,52,56,14,11,0,0,0,0,0,11,12,45,51,13,9,0,0,0,0,0,9,12,42,49,11,9,0,0,0,0,0,9,11,37,73,17,8,0,0,0,0,0,10,10,37,65,17,7,0,0,0,0,0,11,11,29,54,16,12,0,0,0,0,0,9,11,26,43,15,7,0,0,0,0,0,10,12,26,47,20,10,0,0,0,0,0,11,10,25,52,26,12,0,0,0,0,0,11,10,22,40,20,9,0,0,0,0,0,10,10,21,46,35,12,0,0,0,0,0,9,9,25,85,82,13,0,0,0,0,0,10,11,20,77,81,13,0,0,0,0,0,8,11,18,55,62,14,0,0,0,0,0,9,8,17,42,47,13,0,0,0,0,0,8,9,17,40,62,14,0,0,0,0,0,9,9,21,99,374,74,0,0,0,0,0,6,6,16,96,414,71,0,0,0
"a.263",0,0,0,0,0,0,17,22,11,11,0,0,0,0,0,0,0,77,93,17,7,0,0,0,0,0,0,0,52,65,12,9,0,0,0,0,0,0,0,30,35,11,9,0,0,0,0,0,0,0,21,28,9,12,0,0,0,0,0,0,0,19,26,12,10,0,0,0,0,0,0,0,17,33,14,10,0,0,0,0,0,0,0,19,47,19,9,0,0,0,0,0,0,0,16,40,17,11,0,0,0,0,0,0,0,16,31,15,8,0,0,0,0,0,0,0,13,25,16,9,0,0,0,0,0,0,0,16,31,22,9,0,0,0,0,0,0,0,13,39,33,12,0,0,0,0,0,0,0,16,88,120,19,0,0,0,0,0,0,0,16,79,117,19,0,0,0,0,0,0,0,14,49,77,14,0,0,0,0,0,0,0,12,35,48,14,0,0,0,0,0,0,0,10,33,60,16,0,0,0,0,0,0,0,13,30,69,18,0,0,0,0,0,0,0,11,35,119,37,0,0,0,0,0,0,0,12,35,152,46,0,0,0,0,0,0,0,10,30,122,40,0,0,0,0,0,0,0,11,26,91,35,0,0,0,0,0,0,0,11,23,73,31,0
"a.264",0,0,10,38,39,10,10,8,8,8,0,0,0,16,65,76,16,12,12,11,12,0,0,0,10,42,51,12,8,9,8,9,0,0,0,10,33,36,12,10,10,10,9,0,0,0,10,23,29,11,8,10,9,10,0,0,0,12,33,48,13,12,11,10,11,0,0,0,8,34,56,14,7,8,10,7,0,0,0,10,36,65,14,10,10,9,9,0,0,0,11,27,60,19,10,8,9,9,0,0,0,11,27,69,26,22,22,10,10,0,0,0,10,21,57,33,42,37,15,11,0,0,0,14,40,120,70,53,84,54,14,0,0,0,11,69,237,72,41,98,77,17,0,0,0,10,44,157,67,29,66,81,18,0,0,0,8,29,101,46,21,45,69,22,0,0,0,10,26,74,38,20,34,54,19,0,0,0,11,24,73,31,17,27,42,27,0,0,0,10,27,82,32,16,26,44,33,0,0,0,11,54,243,72,19,21,30,21,0,0,0,10,55,294,90,19,21,25,25,0,0,0,9,44,275,89,15,19,22,18,0,0,0,11,47,258,82,19,20,21,19,0,0,0,10,38,213,65,16,15,20,17,0,0,0,11,32,158,53,15,17,20,16,0
"a.265",0,0,0,10,10,9,9,0,0,0,0,0,0,0,13,37,26,15,0,0,0,0,0,0,0,16,95,58,12,0,0,0,0,0,0,0,11,56,34,12,0,0,0,0,0,0,0,9,33,24,10,0,0,0,0,0,0,0,9,29,21,10,0,0,0,0,0,0,0,12,37,32,9,0,0,0,0,0,0,0,12,35,31,8,0,0,0,0,0,0,0,9,36,34,12,0,0,0,0,0,0,0,10,39,38,13,0,0,0,0,0,0,0,10,26,29,10,0,0,0,0,0,0,0,11,34,37,13,0,0,0,0,0,0,0,11,25,30,9,0,0,0,0,0,0,0,9,23,24,10,0,0,0,0,0,0,0,10,20,21,13,0,0,0,0,0,0,0,8,19,21,8,0,0,0,0,0,0,0,10,20,24,13,0,0,0,0,0,0,0,11,25,34,12,0,0,0,0,0,0,0,12,36,56,18,0,0,0,0,0,0,0,31,136,120,22,0,0,0,0,0,0,0,35,178,94,21,0,0,0,0,0,0,0,28,130,62,15,0,0,0,0,0,0,0,23,82,46,14,0,0,0,0,0,0,0,16,59,40,16,0,0,0,0
"a.266",0,0,0,0,0,19,52,11,9,0,0,0,0,0,0,0,24,86,19,10,0,0,0,0,0,0,0,16,54,24,9,0,0,0,0,0,0,0,14,41,16,9,0,0,0,0,0,0,0,14,54,18,9,0,0,0,0,0,0,0,13,37,21,10,0,0,0,0,0,0,0,13,36,16,10,0,0,0,0,0,0,0,13,51,20,10,0,0,0,0,0,0,0,15,48,24,11,0,0,0,0,0,0,0,15,57,25,11,0,0,0,0,0,0,0,13,48,32,10,0,0,0,0,0,0,0,13,45,26,11,0,0,0,0,0,0,0,12,39,25,9,0,0,0,0,0,0,0,13,50,23,9,0,0,0,0,0,0,0,13,65,37,12,0,0,0,0,0,0,0,13,55,47,10,0,0,0,0,0,0,0,17,112,45,11,0,0,0,0,0,0,0,18,146,115,18,0,0,0,0,0,0,0,15,107,129,17,0,0,0,0,0,0,0,16,99,110,15,0,0,0,0,0,0,0,13,75,106,17,0,0,0,0,0,0,0,17,104,85,14,0,0,0,0,0,0,0,15,142,149,22,0,0,0,0,0,0,0,15,88,210,26,0,0
"a.267",0,0,0,0,0,12,18,13,9,0,0,0,0,0,0,0,54,349,185,24,0,0,0,0,0,0,0,39,313,178,17,0,0,0,0,0,0,0,24,151,89,12,0,0,0,0,0,0,0,20,92,58,13,0,0,0,0,0,0,0,15,67,43,11,0,0,0,0,0,0,0,16,57,38,11,0,0,0,0,0,0,0,14,51,38,12,0,0,0,0,0,0,0,12,44,35,11,0,0,0,0,0,0,0,13,39,31,11,0,0,0,0,0,0,0,13,36,28,11,0,0,0,0,0,0,0,13,36,34,12,0,0,0,0,0,0,0,14,37,42,14,0,0,0,0,0,0,0,13,40,60,14,0,0,0,0,0,0,0,13,35,49,13,0,0,0,0,0,0,0,12,33,42,12,0,0,0,0,0,0,0,12,39,80,17,0,0,0,0,0,0,0,12,34,69,17,0,0,0,0,0,0,0,11,27,44,15,0,0,0,0,0,0,0,10,22,37,12,0,0,0,0,0,0,0,8,24,38,12,0,0,0,0,0,0,0,9,22,36,14,0,0,0,0,0,0,0,11,22,36,13,0,0,0,0,0,0,0,12,22,40,15,0,0
"a.268",0,10,16,13,11,0,0,0,0,0,0,0,13,73,60,13,0,0,0,0,0,0,0,12,54,47,12,0,0,0,0,0,0,0,14,59,69,15,0,0,0,0,0,0,0,11,43,48,14,0,0,0,0,0,0,0,10,32,37,11,0,0,0,0,0,0,0,11,32,45,13,0,0,0,0,0,0,0,9,27,36,11,0,0,0,0,0,0,0,11,24,35,12,0,0,0,0,0,0,0,11,20,28,11,0,0,0,0,0,0,0,10,23,36,13,0,0,0,0,0,0,0,8,22,31,12,0,0,0,0,0,0,0,12,19,35,12,0,0,0,0,0,0,0,11,20,31,12,0,0,0,0,0,0,0,8,20,40,13,0,0,0,0,0,0,0,10,17,29,12,0,0,0,0,0,0,0,9,16,26,12,0,0,0,0,0,0,0,9,20,46,17,0,0,0,0,0,0,0,10,16,42,13,0,0,0,0,0,0,0,7,15,34,15,0,0,0,0,0,0,0,7,15,34,13,0,0,0,0,0,0,0,9,12,35,15,0,0,0,0,0,0,0,5,12,32,16,0,0,0,0,0,0,0,9,17,42,17,0,0,0,0,0,0
"a.269",0,0,40,76,18,10,0,0,0,0,0,0,0,36,90,17,9,0,0,0,0,0,0,0,23,59,18,10,0,0,0,0,0,0,0,17,41,15,10,0,0,0,0,0,0,0,12,31,15,9,0,0,0,0,0,0,0,13,25,13,10,0,0,0,0,0,0,0,15,26,14,9,0,0,0,0,0,0,0,13,28,17,9,0,0,0,0,0,0,0,12,23,17,12,0,0,0,0,0,0,0,14,45,48,15,0,0,0,0,0,0,0,12,47,51,14,0,0,0,0,0,0,0,12,30,35,11,0,0,0,0,0,0,0,15,40,70,15,0,0,0,0,0,0,0,11,34,64,16,0,0,0,0,0,0,0,12,26,48,14,0,0,0,0,0,0,0,10,28,64,18,0,0,0,0,0,0,0,10,25,83,57,0,0,0,0,0,0,0,10,22,63,46,0,0,0,0,0,0,0,12,19,39,30,0,0,0,0,0,0,0,11,17,35,23,0,0,0,0,0,0,0,11,19,33,23,0,0,0,0,0,0,0,10,18,34,24,0,0,0,0,0,0,0,10,13,30,20,0,0,0,0,0,0,0,10,15,22,17,0,0,0,0,0
"a.270",0,0,0,14,26,15,9,0,0,0,0,0,0,0,18,73,25,11,0,0,0,0,0,0,0,16,69,27,10,0,0,0,0,0,0,0,16,58,29,10,0,0,0,0,0,0,0,33,245,128,16,0,0,0,0,0,0,0,27,212,107,16,0,0,0,0,0,0,0,18,111,61,11,0,0,0,0,0,0,0,16,88,53,12,0,0,0,0,0,0,0,16,75,49,12,0,0,0,0,0,0,0,13,63,41,11,0,0,0,0,0,0,0,14,47,33,9,0,0,0,0,0,0,0,12,42,28,11,0,0,0,0,0,0,0,11,35,25,7,0,0,0,0,0,0,0,13,31,25,9,0,0,0,0,0,0,0,10,31,19,11,0,0,0,0,0,0,0,11,26,20,11,0,0,0,0,0,0,0,12,26,21,9,0,0,0,0,0,0,0,12,25,22,10,0,0,0,0,0,0,0,10,22,18,9,0,0,0,0,0,0,0,12,21,18,10,0,0,0,0,0,0,0,11,20,17,13,0,0,0,0,0,0,0,12,20,17,10,0,0,0,0,0,0,0,10,18,17,8,0,0,0,0,0,0,0,12,18,15,12,0,0,0,0
"a.271",0,0,0,0,9,9,8,8,0,0,0,0,0,0,0,37,115,30,13,0,0,0,0,0,0,0,39,143,30,11,0,0,0,0,0,0,0,26,110,32,8,0,0,0,0,0,0,0,19,68,24,10,0,0,0,0,0,0,0,17,69,26,12,0,0,0,0,0,0,0,20,95,46,13,0,0,0,0,0,0,0,20,119,65,14,0,0,0,0,0,0,0,16,76,41,9,0,0,0,0,0,0,0,15,54,30,12,0,0,0,0,0,0,0,17,67,54,14,0,0,0,0,0,0,0,14,55,41,13,0,0,0,0,0,0,0,15,47,47,12,0,0,0,0,0,0,0,13,51,61,16,0,0,0,0,0,0,0,14,43,50,13,0,0,0,0,0,0,0,13,37,38,11,0,0,0,0,0,0,0,15,33,36,15,0,0,0,0,0,0,0,13,41,76,23,0,0,0,0,0,0,0,14,48,148,36,0,0,0,0,0,0,0,12,43,126,31,0,0,0,0,0,0,0,13,34,85,27,0,0,0,0,0,0,0,11,27,58,18,0,0,0,0,0,0,0,10,26,52,19,0,0,0,0,0,0,0,10,23,47,18,0,0,0
"a.272",0,9,12,11,0,0,0,0,0,0,0,0,17,34,12,0,0,0,0,0,0,0,0,18,41,15,0,0,0,0,0,0,0,0,19,46,14,0,0,0,0,0,0,0,0,17,49,14,0,0,0,0,0,0,0,0,15,35,16,0,0,0,0,0,0,0,0,18,51,18,0,0,0,0,0,0,0,0,18,54,18,0,0,0,0,0,0,0,0,19,49,17,0,0,0,0,0,0,0,0,18,50,19,0,0,0,0,0,0,0,0,16,58,18,0,0,0,0,0,0,0,0,19,63,20,0,0,0,0,0,0,0,0,18,54,18,0,0,0,0,0,0,0,0,18,61,23,0,0,0,0,0,0,0,0,17,53,17,0,0,0,0,0,0,0,0,12,41,15,0,0,0,0,0,0,0,0,13,33,16,0,0,0,0,0,0,0,0,12,33,14,0,0,0,0,0,0,0,0,14,34,15,0,0,0,0,0,0,0,0,16,42,19,0,0,0,0,0,0,0,0,14,38,18,0,0,0,0,0,0,0,0,13,51,22,0,0,0,0,0,0,0,0,20,79,33,0,0,0,0,0,0,0,0,17,86,36,0,0,0,0,0,0,0
"a.273",0,0,8,10,11,9,0,0,0,0,0,0,0,20,91,46,12,0,0,0,0,0,0,0,19,90,39,10,0,0,0,0,0,0,0,17,90,115,22,0,0,0,0,0,0,0,20,162,248,29,0,0,0,0,0,0,0,13,92,120,17,0,0,0,0,0,0,0,12,57,71,15,0,0,0,0,0,0,0,11,44,57,13,0,0,0,0,0,0,0,11,35,46,13,0,0,0,0,0,0,0,10,32,41,11,0,0,0,0,0,0,0,11,34,84,25,0,0,0,0,0,0,0,11,34,75,22,0,0,0,0,0,0,0,11,26,50,16,0,0,0,0,0,0,0,10,24,39,16,0,0,0,0,0,0,0,11,23,45,21,0,0,0,0,0,0,0,9,21,41,23,0,0,0,0,0,0,0,11,20,44,28,0,0,0,0,0,0,0,10,20,58,47,0,0,0,0,0,0,0,10,19,54,44,0,0,0,0,0,0,0,8,18,38,31,0,0,0,0,0,0,0,10,16,31,23,0,0,0,0,0,0,0,10,16,26,21,0,0,0,0,0,0,0,10,14,25,18,0,0,0,0,0,0,0,8,13,22,15,0,0,0,0,0
"a.274",0,0,0,0,0,14,37,15,12,0,0,0,0,0,0,0,22,68,18,9,0,0,0,0,0,0,0,17,53,16,8,0,0,0,0,0,0,0,16,73,24,8,0,0,0,0,0,0,0,15,75,25,11,0,0,0,0,0,0,0,17,85,32,9,0,0,0,0,0,0,0,14,54,24,9,0,0,0,0,0,0,0,13,49,22,9,0,0,0,0,0,0,0,14,62,33,11,0,0,0,0,0,0,0,12,52,28,7,0,0,0,0,0,0,0,12,45,26,10,0,0,0,0,0,0,0,13,69,49,10,0,0,0,0,0,0,0,13,59,42,15,0,0,0,0,0,0,0,11,41,30,9,0,0,0,0,0,0,0,11,30,23,13,0,0,0,0,0,0,0,12,35,31,9,0,0,0,0,0,0,0,11,33,33,11,0,0,0,0,0,0,0,13,57,82,15,0,0,0,0,0,0,0,13,71,117,17,0,0,0,0,0,0,0,10,52,83,11,0,0,0,0,0,0,0,10,37,50,12,0,0,0,0,0,0,0,11,29,37,9,0,0,0,0,0,0,0,8,27,35,12,0,0,0,0,0,0,0,11,26,31,8,0,0
"a.275",0,0,0,0,0,11,32,25,12,9,0,0,0,0,0,0,11,62,54,12,11,0,0,0,0,0,0,11,39,38,13,10,0,0,0,0,0,0,9,26,34,10,11,0,0,0,0,0,0,11,27,48,14,9,0,0,0,0,0,0,10,31,86,18,8,0,0,0,0,0,0,10,26,53,12,9,0,0,0,0,0,0,9,23,54,15,12,0,0,0,0,0,0,9,22,61,21,9,0,0,0,0,0,0,11,22,80,24,8,0,0,0,0,0,0,9,20,81,29,10,0,0,0,0,0,0,9,17,55,21,10,0,0,0,0,0,0,9,15,54,28,10,0,0,0,0,0,0,11,15,52,33,10,0,0,0,0,0,0,9,17,66,64,12,0,0,0,0,0,0,7,14,53,52,13,0,0,0,0,0,0,8,13,40,39,10,0,0,0,0,0,0,10,14,38,45,13,0,0,0,0,0,0,9,14,45,78,16,0,0,0,0,0,0,9,15,52,124,22,0,0,0,0,0,0,8,14,39,90,24,0,0,0,0,0,0,9,12,30,61,17,0,0,0,0,0,0,8,10,26,48,13,0,0,0,0,0,0,10,12,26,45,18,0
"a.276",0,0,0,8,10,10,9,10,0,0,0,0,0,0,44,47,16,11,9,0,0,0,0,0,0,47,64,14,7,11,0,0,0,0,0,0,29,42,12,10,10,0,0,0,0,0,0,19,27,11,9,10,0,0,0,0,0,0,17,23,11,8,11,0,0,0,0,0,0,17,37,15,10,9,0,0,0,0,0,0,16,31,16,11,9,0,0,0,0,0,0,15,28,14,9,9,0,0,0,0,0,0,15,44,35,12,10,0,0,0,0,0,0,15,51,49,12,10,0,0,0,0,0,0,14,38,41,11,10,0,0,0,0,0,0,12,27,29,10,10,0,0,0,0,0,0,14,23,24,10,10,0,0,0,0,0,0,11,21,22,10,9,0,0,0,0,0,0,12,20,18,12,12,0,0,0,0,0,0,10,26,63,27,12,0,0,0,0,0,0,12,33,152,64,11,0,0,0,0,0,0,11,24,96,41,12,0,0,0,0,0,0,10,21,59,27,11,0,0,0,0,0,0,12,18,40,23,10,0,0,0,0,0,0,12,17,35,23,13,0,0,0,0,0,0,11,17,59,57,17,0,0,0,0,0,0,10,19,72,88,16,0,0,0
